"","League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"56","Premier League","2019-08-25","Premier League (Matchweek 3)","Bournemouth","5-4-1",1,2.2,"Harry Wilson · 45+3&rsquor;","1","0","Manchester City","4-3-3",3,3,"Sergio Agüero · 15&rsquor; Raheem Sterling · 43&rsquor; Sergio Agüero · 64&rsquor;","3","0","https://fbref.com/en/matches/7728bd7e/Bournemouth-Manchester-City-August-25-2019-Premier-League","Manchester City","Away",990,3,3,0,0,18,5,3,0,872,16,8,5,3.1,3.1,2.3,34,5,682,773,88.2,60,655,25,9,7
"57","Premier League","2019-08-25","Premier League (Matchweek 3)","Wolverhampton Wanderers","3-5-2",1,1.5,"Raúl Jiménez (P) · 90+7&rsquor;","0","0","Burnley","4-4-2",1,1.6,"Ashley Barnes · 13&rsquor;","2","0","https://fbref.com/en/matches/16119ef2/Wolverhampton-Wanderers-Burnley-August-25-2019-Premier-League","Wolverhampton Wanderers","Home",990,1,0,1,1,16,1,0,0,741,9,6,6,1.6,0.8,0.4,31,2,500,635,78.7,54,423,32,14,8
"58","Premier League","2019-08-25","Premier League (Matchweek 3)","Wolverhampton Wanderers","3-5-2",1,1.5,"Raúl Jiménez (P) · 90+7&rsquor;","0","0","Burnley","4-4-2",1,1.6,"Ashley Barnes · 13&rsquor;","2","0","https://fbref.com/en/matches/16119ef2/Wolverhampton-Wanderers-Burnley-August-25-2019-Premier-League","Burnley","Away",990,1,1,0,0,13,4,2,0,452,12,11,11,1.6,1.6,0.6,23,2,220,342,64.3,25,198,11,10,5
"59","Premier League","2019-08-25","Premier League (Matchweek 3)","Tottenham Hotspur","4-2-3-1",0,1.1,"","2","0","Newcastle United","5-4-1",1,0.8,"Joelinton · 27&rsquor;","2","0","https://fbref.com/en/matches/c224d1e8/Tottenham-Hotspur-Newcastle-United-August-25-2019-Premier-League","Tottenham Hotspur","Home",990,0,0,0,0,17,2,2,0,910,10,7,6,1.1,1.1,0.8,31,0,724,828,87.4,77,705,37,17,12
"60","Premier League","2019-08-25","Premier League (Matchweek 3)","Tottenham Hotspur","4-2-3-1",0,1.1,"","2","0","Newcastle United","5-4-1",1,0.8,"Joelinton · 27&rsquor;","2","0","https://fbref.com/en/matches/c224d1e8/Tottenham-Hotspur-Newcastle-United-August-25-2019-Premier-League","Newcastle United","Away",990,1,1,0,0,8,3,2,0,363,15,11,17,0.8,0.8,0.8,16,2,160,219,73.1,7,157,9,9,3
"61","Premier League","2019-08-31","Premier League (Matchweek 4)","Southampton","4-2-2-2",1,0.9,"Jannik Vestergaard · 58&rsquor; Kevin Danso · 73&rsquor;","4","1","Manchester United","4-2-3-1",1,1.5,"Daniel James · 10&rsquor;","2","0","https://fbref.com/en/matches/bfd4d929/Southampton-Manchester-United-August-31-2019-Premier-League","Southampton","Home",972,1,1,0,0,10,2,3,1,564,25,19,19,0.9,0.9,0.8,16,1,300,420,71.4,28,252,18,16,6
"62","Premier League","2019-08-31","Premier League (Matchweek 4)","Southampton","4-2-2-2",1,0.9,"Jannik Vestergaard · 58&rsquor; Kevin Danso · 73&rsquor;","4","1","Manchester United","4-2-3-1",1,1.5,"Daniel James · 10&rsquor;","2","0","https://fbref.com/en/matches/bfd4d929/Southampton-Manchester-United-August-31-2019-Premier-League","Manchester United","Away",990,1,1,0,0,21,8,2,0,725,19,7,9,1.5,1.5,1.3,40,2,467,603,77.4,62,354,30,19,10
"63","Premier League","2019-08-31","Premier League (Matchweek 4)","West Ham United","4-1-4-1",2,2,"Sébastien Haller · 24&rsquor; Andriy Yarmolenko · 56&rsquor;","2","0","Norwich City","4-2-3-1",0,1.4,"","1","0","https://fbref.com/en/matches/164148a8/West-Ham-United-Norwich-City-August-31-2019-Premier-League","West Ham United","Home",990,2,1,0,0,18,7,2,0,613,29,11,7,2,2,1.5,33,4,416,508,81.9,40,346,37,28,22
"64","Premier League","2019-08-31","Premier League (Matchweek 4)","West Ham United","4-1-4-1",2,2,"Sébastien Haller · 24&rsquor; Andriy Yarmolenko · 56&rsquor;","2","0","Norwich City","4-2-3-1",0,1.4,"","1","0","https://fbref.com/en/matches/164148a8/West-Ham-United-Norwich-City-August-31-2019-Premier-League","Norwich City","Away",990,0,0,0,0,8,3,1,0,653,14,7,13,1.4,1.4,1.2,13,0,462,547,84.5,41,435,24,27,19
"65","Premier League","2019-08-31","Premier League (Matchweek 4)","Crystal Palace","4-3-3",1,1.4,"Jordan Ayew · 73&rsquor;","2","0","Aston Villa","4-3-3",0,0.4,"Trézéguet · 54&rsquor;","7","1","https://fbref.com/en/matches/230f4fac/Crystal-Palace-Aston-Villa-August-31-2019-Premier-League","Crystal Palace","Home",990,1,0,0,0,22,5,2,0,577,18,7,7,1.5,1.5,1.2,39,2,375,463,81,57,275,20,14,5
"66","Premier League","2019-08-31","Premier League (Matchweek 4)","Crystal Palace","4-3-3",1,1.4,"Jordan Ayew · 73&rsquor;","2","0","Aston Villa","4-3-3",0,0.4,"Trézéguet · 54&rsquor;","7","1","https://fbref.com/en/matches/230f4fac/Crystal-Palace-Aston-Villa-August-31-2019-Premier-League","Aston Villa","Away",953,0,0,0,0,10,2,6,1,545,19,15,11,0.4,0.4,0.2,19,0,341,422,80.8,33,305,16,12,11
"67","Premier League","2019-08-31","Premier League (Matchweek 4)","Leicester City","4-1-4-1",3,2,"Jamie Vardy · 12&rsquor; Youri Tielemans · 41&rsquor; Jamie Vardy · 73&rsquor;","1","0","Bournemouth","4-4-2",1,0.6,"Callum Wilson · 15&rsquor;","3","0","https://fbref.com/en/matches/3d899563/Leicester-City-Bournemouth-August-31-2019-Premier-League","Leicester City","Home",990,3,3,0,0,15,6,1,0,722,22,14,19,2,2,1.9,27,4,462,588,78.6,42,424,14,16,8
"68","Premier League","2019-08-31","Premier League (Matchweek 4)","Leicester City","4-1-4-1",3,2,"Jamie Vardy · 12&rsquor; Youri Tielemans · 41&rsquor; Jamie Vardy · 73&rsquor;","1","0","Bournemouth","4-4-2",1,0.6,"Callum Wilson · 15&rsquor;","3","0","https://fbref.com/en/matches/3d899563/Leicester-City-Bournemouth-August-31-2019-Premier-League","Bournemouth","Away",990,1,1,0,0,8,2,3,0,599,14,22,12,0.6,0.6,0.6,15,2,362,479,75.6,41,384,27,21,15
"69","Premier League","2019-08-31","Premier League (Matchweek 4)","Chelsea","4-3-3",2,2,"Tammy Abraham · 19&rsquor; Tammy Abraham · 43&rsquor;","0","0","Sheffield United","3-5-2",2,1.1,"Callum Robinson · 46&rsquor; Kurt Zouma (OG) · 89&rsquor;","1","0","https://fbref.com/en/matches/495db223/Chelsea-Sheffield-United-August-31-2019-Premier-League","Chelsea","Home",990,2,0,0,0,13,5,0,0,858,16,14,6,2.4,2.4,1.5,25,3,654,761,85.9,27,560,22,21,16
"70","Premier League","2019-08-31","Premier League (Matchweek 4)","Chelsea","4-3-3",2,2,"Tammy Abraham · 19&rsquor; Tammy Abraham · 43&rsquor;","0","0","Sheffield United","3-5-2",2,1.1,"Callum Robinson · 46&rsquor; Kurt Zouma (OG) · 89&rsquor;","1","0","https://fbref.com/en/matches/495db223/Chelsea-Sheffield-United-August-31-2019-Premier-League","Sheffield United","Away",990,1,1,0,0,8,2,1,0,570,15,17,6,1.1,1.1,1.1,16,2,360,465,77.4,42,279,16,15,7
"71","Premier League","2019-08-31","Premier League (Matchweek 4)","Newcastle United","5-4-1",1,1,"Fabian Schär · 41&rsquor;","2","0","Watford","3-4-3",1,1,"Will Hughes · 2&rsquor;","3","0","https://fbref.com/en/matches/533c240c/Newcastle-United-Watford-August-31-2019-Premier-League","Newcastle United","Home",990,1,1,0,0,13,5,2,0,613,11,12,11,1,1,0.9,23,2,379,515,73.6,26,365,24,19,13
"72","Premier League","2019-08-31","Premier League (Matchweek 4)","Newcastle United","5-4-1",1,1,"Fabian Schär · 41&rsquor;","2","0","Watford","3-4-3",1,1,"Will Hughes · 2&rsquor;","3","0","https://fbref.com/en/matches/533c240c/Newcastle-United-Watford-August-31-2019-Premier-League","Watford","Away",990,1,0,0,0,13,3,3,0,657,14,12,14,1.1,1.1,0.4,19,1,409,535,76.4,38,395,15,11,7
"73","Premier League","2019-08-31","Premier League (Matchweek 4)","Manchester City","4-3-3",4,1.9,"Kevin De Bruyne · 2&rsquor; Sergio Agüero · 42&rsquor; Sergio Agüero · 55&rsquor; Bernardo Silva · 79&rsquor;","1","0","Brighton & Hove Albion","3-4-3",0,0.9,"","1","0","https://fbref.com/en/matches/5b9865ad/Manchester-City-Brighton-and-Hove-Albion-August-31-2019-Premier-League","Manchester City","Home",990,4,4,0,0,15,6,1,0,729,15,10,10,1.9,1.9,1.8,28,8,554,631,87.8,45,543,25,12,6
"74","Premier League","2019-08-31","Premier League (Matchweek 4)","Manchester City","4-3-3",4,1.9,"Kevin De Bruyne · 2&rsquor; Sergio Agüero · 42&rsquor; Sergio Agüero · 55&rsquor; Bernardo Silva · 79&rsquor;","1","0","Brighton & Hove Albion","3-4-3",0,0.9,"","1","0","https://fbref.com/en/matches/5b9865ad/Manchester-City-Brighton-and-Hove-Albion-August-31-2019-Premier-League","Brighton & Hove Albion","Away",990,0,0,0,0,6,1,1,0,643,18,8,4,0.9,0.9,0.8,11,0,472,557,84.7,33,364,10,12,8
"75","Premier League","2019-08-31","Premier League (Matchweek 4)","Burnley","4-4-2",0,0.9,"","0","0","Liverpool","4-3-3",3,1,"Chris Wood (OG) · 33&rsquor; Sadio Mané · 37&rsquor; Roberto Firmino · 80&rsquor;","0","0","https://fbref.com/en/matches/af072d61/Burnley-Liverpool-August-31-2019-Premier-League","Burnley","Home",990,0,0,0,0,7,2,0,0,456,14,11,12,0.9,0.9,0.8,12,0,216,360,60,19,211,11,10,6
"76","Premier League","2019-08-31","Premier League (Matchweek 4)","Burnley","4-4-2",0,0.9,"","0","0","Liverpool","4-3-3",3,1,"Chris Wood (OG) · 33&rsquor; Sadio Mané · 37&rsquor; Roberto Firmino · 80&rsquor;","0","0","https://fbref.com/en/matches/af072d61/Burnley-Liverpool-August-31-2019-Premier-League","Liverpool","Away",990,2,2,0,0,15,7,0,0,706,11,9,8,1,1,0.8,27,3,469,617,76,52,475,28,18,10
"77","Premier League","2019-09-01","Premier League (Matchweek 4)","Everton","4-2-3-1",3,1.3,"Richarlison · 5&rsquor; Alex Iwobi · 12&rsquor; Richarlison · 80&rsquor;","1","0","Wolverhampton Wanderers","3-5-2",2,2,"Romain Saïss · 9&rsquor; Raúl Jiménez · 75&rsquor; Willy Boly · 90+5&rsquor;","7","1","https://fbref.com/en/matches/70303b7b/Everton-Wolverhampton-Wanderers-September-1-2019-Premier-League","Everton","Home",990,3,3,0,0,15,6,1,0,646,24,7,6,1.3,1.3,1.1,26,4,390,498,78.3,49,375,25,16,9
"78","Premier League","2019-09-01","Premier League (Matchweek 4)","Everton","4-2-3-1",3,1.3,"Richarlison · 5&rsquor; Alex Iwobi · 12&rsquor; Richarlison · 80&rsquor;","1","0","Wolverhampton Wanderers","3-5-2",2,2,"Romain Saïss · 9&rsquor; Raúl Jiménez · 75&rsquor; Willy Boly · 90+5&rsquor;","7","1","https://fbref.com/en/matches/70303b7b/Everton-Wolverhampton-Wanderers-September-1-2019-Premier-League","Wolverhampton Wanderers","Away",989,2,1,0,0,8,5,6,1,485,19,11,10,2,2,1.2,16,4,236,365,64.7,16,185,14,21,13
"79","Premier League","2019-09-01","Premier League (Matchweek 4)","Arsenal","4-3-3",2,2.4,"Alexandre Lacazette · 45+1&rsquor; Pierre-Emerick Aubameyang · 71&rsquor;","3","0","Tottenham Hotspur","4-2-2-2",2,2,"Christian Eriksen · 10&rsquor; Harry Kane (P) · 40&rsquor;","5","0","https://fbref.com/en/matches/0b6b8aaf/North-London-Derby-Arsenal-Tottenham-Hotspur-September-1-2019-Premier-League","Arsenal","Home",990,2,2,0,0,26,8,3,0,627,23,11,7,2.4,2.4,2.1,45,4,407,502,81.1,66,361,21,17,14
"80","Premier League","2019-09-01","Premier League (Matchweek 4)","Arsenal","4-3-3",2,2.4,"Alexandre Lacazette · 45+1&rsquor; Pierre-Emerick Aubameyang · 71&rsquor;","3","0","Tottenham Hotspur","4-2-2-2",2,2,"Christian Eriksen · 10&rsquor; Harry Kane (P) · 40&rsquor;","5","0","https://fbref.com/en/matches/0b6b8aaf/North-London-Derby-Arsenal-Tottenham-Hotspur-September-1-2019-Premier-League","Tottenham Hotspur","Away",990,2,0,1,1,12,8,5,0,528,13,6,15,2,1.2,0.4,24,3,324,415,78.1,28,217,18,16,7
"81","Premier League","2019-09-14","Premier League (Matchweek 5)","Liverpool","4-3-3",3,3,"Sadio Mané · 28&rsquor; Sadio Mané · 40&rsquor; Mohamed Salah · 72&rsquor;","0","0","Newcastle United","5-4-1",1,0.3,"Jetro Willems · 7&rsquor;","0","0","https://fbref.com/en/matches/cde24fee/Liverpool-Newcastle-United-September-14-2019-Premier-League","Liverpool","Home",990,3,2,0,0,21,8,0,0,994,13,8,8,3,3,2.1,38,5,791,900,87.9,79,786,22,18,10
"82","Premier League","2019-09-14","Premier League (Matchweek 5)","Liverpool","4-3-3",3,3,"Sadio Mané · 28&rsquor; Sadio Mané · 40&rsquor; Mohamed Salah · 72&rsquor;","0","0","Newcastle United","5-4-1",1,0.3,"Jetro Willems · 7&rsquor;","0","0","https://fbref.com/en/matches/cde24fee/Liverpool-Newcastle-United-September-14-2019-Premier-League","Newcastle United","Away",990,1,1,0,0,8,1,0,0,445,20,11,13,0.3,0.3,0.3,15,2,219,313,70,13,203,7,17,9
"83","Premier League","2019-09-14","Premier League (Matchweek 5)","Wolverhampton Wanderers","3-5-2",2,1.7,"Tammy Abraham (OG) · 69&rsquor; Patrick Cutrone · 85&rsquor;","1","0","Chelsea","3-4-3",5,2.7,"Fikayo Tomori · 31&rsquor; Tammy Abraham · 34&rsquor; Tammy Abraham · 41&rsquor; Tammy Abraham · 55&rsquor; Mason Mount · 90+6&rsquor;","2","0","https://fbref.com/en/matches/0fa0a658/Wolverhampton-Wanderers-Chelsea-September-14-2019-Premier-League","Wolverhampton Wanderers","Home",990,1,0,0,0,11,4,1,0,607,17,14,10,1.8,1.8,0.4,15,1,387,508,76.2,35,294,13,19,13
"84","Premier League","2019-09-14","Premier League (Matchweek 5)","Wolverhampton Wanderers","3-5-2",2,1.7,"Tammy Abraham (OG) · 69&rsquor; Patrick Cutrone · 85&rsquor;","1","0","Chelsea","3-4-3",5,2.7,"Fikayo Tomori · 31&rsquor; Tammy Abraham · 34&rsquor; Tammy Abraham · 41&rsquor; Tammy Abraham · 55&rsquor; Mason Mount · 90+6&rsquor;","2","0","https://fbref.com/en/matches/0fa0a658/Wolverhampton-Wanderers-Chelsea-September-14-2019-Premier-League","Chelsea","Away",990,5,3,0,0,15,6,2,0,741,20,17,10,2.7,2.7,2.1,29,10,505,602,83.9,38,445,27,20,15
"85","Premier League","2019-09-14","Premier League (Matchweek 5)","Brighton & Hove Albion","3-4-3",1,1.4,"Neal Maupay · 51&rsquor;","0","0","Burnley","4-4-2",1,0.4,"Jeff Hendrick · 90+1&rsquor;","2","0","https://fbref.com/en/matches/1d3bbc27/Brighton-and-Hove-Albion-Burnley-September-14-2019-Premier-League","Brighton & Hove Albion","Home",990,1,1,0,0,14,5,0,0,663,21,12,6,1.4,1.4,0.9,25,2,402,543,74,71,307,18,13,6
"86","Premier League","2019-09-14","Premier League (Matchweek 5)","Brighton & Hove Albion","3-4-3",1,1.4,"Neal Maupay · 51&rsquor;","0","0","Burnley","4-4-2",1,0.4,"Jeff Hendrick · 90+1&rsquor;","2","0","https://fbref.com/en/matches/1d3bbc27/Brighton-and-Hove-Albion-Burnley-September-14-2019-Premier-League","Burnley","Away",990,1,1,0,0,7,1,2,0,462,17,11,15,0.4,0.4,0.3,13,2,207,338,61.2,25,186,10,12,5
"87","Premier League","2019-09-14","Premier League (Matchweek 5)","Tottenham Hotspur","4-2-2-2",4,1,"Son Heung-min · 10&rsquor; Patrick van Aanholt (OG) · 21&rsquor; Son Heung-min · 23&rsquor; Érik Lamela · 42&rsquor;","4","0","Crystal Palace","4-5-1",0,0.6,"","3","0","https://fbref.com/en/matches/1d812c17/Tottenham-Hotspur-Crystal-Palace-September-14-2019-Premier-League","Tottenham Hotspur","Home",990,3,3,0,0,13,5,4,0,794,11,14,13,1,1,0.9,20,6,598,690,86.7,59,578,18,14,9
"88","Premier League","2019-09-14","Premier League (Matchweek 5)","Tottenham Hotspur","4-2-2-2",4,1,"Son Heung-min · 10&rsquor; Patrick van Aanholt (OG) · 21&rsquor; Son Heung-min · 23&rsquor; Érik Lamela · 42&rsquor;","4","0","Crystal Palace","4-5-1",0,0.6,"","3","0","https://fbref.com/en/matches/1d812c17/Tottenham-Hotspur-Crystal-Palace-September-14-2019-Premier-League","Crystal Palace","Away",990,0,0,0,0,11,6,3,0,498,15,18,4,0.6,0.6,0.5,20,0,297,389,76.3,34,227,16,9,8
"89","Premier League","2019-09-14","Premier League (Matchweek 5)","Manchester United","4-2-3-1",1,1.2,"Marcus Rashford (P) · 8&rsquor;","1","0","Leicester City","4-1-4-1",0,0.6,"","2","0","https://fbref.com/en/matches/6d0266a1/Manchester-United-Leicester-City-September-14-2019-Premier-League","Manchester United","Home",990,1,0,1,1,9,4,1,0,521,19,12,3,1.2,0.4,0.2,18,2,288,384,75,36,265,17,29,13
"90","Premier League","2019-09-14","Premier League (Matchweek 5)","Manchester United","4-2-3-1",1,1.2,"Marcus Rashford (P) · 8&rsquor;","1","0","Leicester City","4-1-4-1",0,0.6,"","2","0","https://fbref.com/en/matches/6d0266a1/Manchester-United-Leicester-City-September-14-2019-Premier-League","Leicester City","Away",990,0,0,0,0,9,3,2,0,641,30,10,12,0.6,0.6,0.4,15,0,398,525,75.8,33,389,12,23,12
"91","Premier League","2019-09-14","Premier League (Matchweek 5)","Sheffield United","3-5-2",0,1.8,"Billy Sharp · 85&rsquor;","1","1","Southampton","3-4-3",1,1.6,"Moussa Djenepo · 66&rsquor;","1","0","https://fbref.com/en/matches/e5f9905d/Sheffield-United-Southampton-September-14-2019-Premier-League","Sheffield United","Home",984,0,0,0,0,17,4,1,1,609,21,10,8,1.8,1.8,1.7,34,0,345,486,71,45,255,17,22,16
"92","Premier League","2019-09-14","Premier League (Matchweek 5)","Sheffield United","3-5-2",0,1.8,"Billy Sharp · 85&rsquor;","1","1","Southampton","3-4-3",1,1.6,"Moussa Djenepo · 66&rsquor;","1","0","https://fbref.com/en/matches/e5f9905d/Sheffield-United-Southampton-September-14-2019-Premier-League","Southampton","Away",990,1,1,0,0,11,7,1,0,646,18,9,12,1.6,1.6,1.5,22,2,385,515,74.8,29,306,18,26,20
"93","Premier League","2019-09-14","Premier League (Matchweek 5)","Norwich City","4-2-3-1",3,1.5,"Kenny McLean · 18&rsquor; Todd Cantwell · 28&rsquor; Teemu Pukki · 50&rsquor;","3","0","Manchester City","4-2-3-1",2,2.3,"Sergio Agüero · 45&rsquor; Rodri · 88&rsquor;","1","0","https://fbref.com/en/matches/1c7bccd4/Norwich-City-Manchester-City-September-14-2019-Premier-League","Norwich City","Home",990,3,3,0,0,7,3,3,0,492,16,16,16,1.5,1.5,1.4,13,6,257,346,74.3,19,209,10,17,8
"94","Premier League","2019-09-14","Premier League (Matchweek 5)","Norwich City","4-2-3-1",3,1.5,"Kenny McLean · 18&rsquor; Todd Cantwell · 28&rsquor; Teemu Pukki · 50&rsquor;","3","0","Manchester City","4-2-3-1",2,2.3,"Sergio Agüero · 45&rsquor; Rodri · 88&rsquor;","1","0","https://fbref.com/en/matches/1c7bccd4/Norwich-City-Manchester-City-September-14-2019-Premier-League","Manchester City","Away",990,2,2,0,0,25,8,1,0,836,15,7,13,2.4,2.4,1.9,47,4,621,736,84.4,75,616,48,29,20
"95","Premier League","2019-09-15","Premier League (Matchweek 5)","Bournemouth","4-4-2",3,1.4,"Callum Wilson · 23&rsquor; Ryan Fraser · 67&rsquor; Callum Wilson · 72&rsquor;","0","0","Everton","4-2-3-1",1,1.5,"Dominic Calvert-Lewin · 44&rsquor;","4","0","https://fbref.com/en/matches/886c59ae/Bournemouth-Everton-September-15-2019-Premier-League","Bournemouth","Home",990,3,2,0,0,13,6,0,0,512,18,13,11,1.4,1.4,1.1,21,4,252,376,67,27,281,14,14,6
"96","Premier League","2019-09-15","Premier League (Matchweek 5)","Bournemouth","4-4-2",3,1.4,"Callum Wilson · 23&rsquor; Ryan Fraser · 67&rsquor; Callum Wilson · 72&rsquor;","0","0","Everton","4-2-3-1",1,1.5,"Dominic Calvert-Lewin · 44&rsquor;","4","0","https://fbref.com/en/matches/886c59ae/Bournemouth-Everton-September-15-2019-Premier-League","Everton","Away",990,1,1,0,0,14,5,4,0,643,18,13,11,1.5,1.5,1.1,24,2,403,541,74.5,53,387,19,16,10
"97","Premier League","2019-09-15","Premier League (Matchweek 5)","Watford","4-2-3-1",2,2.7,"Tom Cleverley · 53&rsquor; Roberto Pereyra (P) · 81&rsquor;","3","0","Arsenal","4-1-2-1-2",2,0.8,"Pierre-Emerick Aubameyang · 21&rsquor; Pierre-Emerick Aubameyang · 32&rsquor;","3","0","https://fbref.com/en/matches/8257eda8/Watford-Arsenal-September-15-2019-Premier-League","Watford","Home",990,2,1,1,1,30,9,3,0,640,17,10,9,2.7,2,1.6,53,3,462,537,86,46,440,40,22,16
"98","Premier League","2019-09-15","Premier League (Matchweek 5)","Watford","4-2-3-1",2,2.7,"Tom Cleverley · 53&rsquor; Roberto Pereyra (P) · 81&rsquor;","3","0","Arsenal","4-1-2-1-2",2,0.8,"Pierre-Emerick Aubameyang · 21&rsquor; Pierre-Emerick Aubameyang · 32&rsquor;","3","0","https://fbref.com/en/matches/8257eda8/Watford-Arsenal-September-15-2019-Premier-League","Arsenal","Away",990,2,2,0,0,7,4,3,0,577,13,11,9,0.8,0.8,0.8,13,3,407,491,82.9,31,359,18,19,13
"99","Premier League","2019-09-16","Premier League (Matchweek 5)","Aston Villa","4-3-3",0,1.3,"","2","0","West Ham United","4-1-4-1",0,0.6,"Arthur Masuaku · 67&rsquor;","4","1","https://fbref.com/en/matches/b26df467/Aston-Villa-West-Ham-United-September-16-2019-Premier-League","Aston Villa","Home",990,0,0,0,0,10,5,2,0,566,19,12,19,1.3,1.3,1.2,20,0,353,448,78.8,46,324,28,19,11
"100","Premier League","2019-09-16","Premier League (Matchweek 5)","Aston Villa","4-3-3",0,1.3,"","2","0","West Ham United","4-1-4-1",0,0.6,"Arthur Masuaku · 67&rsquor;","4","1","https://fbref.com/en/matches/b26df467/Aston-Villa-West-Ham-United-September-16-2019-Premier-League","West Ham United","Away",966,0,0,0,0,13,1,3,1,637,21,8,13,0.6,0.6,0.5,23,0,422,522,80.8,41,373,19,15,9
"101","Premier League","2019-09-20","Premier League (Matchweek 6)","Southampton","4-2-2-2",1,2.5,"James Ward-Prowse (P) · 53&rsquor;","1","0","Bournemouth","4-4-2",3,1.2,"Nathan Aké · 10&rsquor; Harry Wilson · 35&rsquor; Callum Wilson · 90+5&rsquor;","3","0","https://fbref.com/en/matches/ebbb65f5/Southampton-Bournemouth-September-20-2019-Premier-League","Southampton","Home",990,1,0,1,1,24,5,1,0,746,30,9,19,2.5,1.7,0.9,47,2,465,616,75.5,63,364,20,11,8
"102","Premier League","2019-09-20","Premier League (Matchweek 6)","Southampton","4-2-2-2",1,2.5,"James Ward-Prowse (P) · 53&rsquor;","1","0","Bournemouth","4-4-2",3,1.2,"Nathan Aké · 10&rsquor; Harry Wilson · 35&rsquor; Callum Wilson · 90+5&rsquor;","3","0","https://fbref.com/en/matches/ebbb65f5/Southampton-Bournemouth-September-20-2019-Premier-League","Bournemouth","Away",990,3,3,0,0,6,3,3,0,483,8,15,15,1.2,1.2,1.1,9,6,202,339,59.6,21,234,6,26,12
